,start,end,country,type,subtype,killed,total_affected,est_damage,disaster_n,location
2329,2006-11-30 00:00:00,2006-12-08 00:00:00,Philippines,Storm,Tropical cyclone,1399.0,2562517.0,66.4,2006-0648, Batangas
2329,2006-11-30 00:00:00,2006-12-08 00:00:00,Philippines,Storm,Tropical cyclone,1399.0,2562517.0,66.4,2006-0648, Laguna
2330,2006-12-11 00:00:00,2006-12-11 00:00:00,Philippines,Storm,Tropical cyclone,42.0,327542.0,,2006-0667,Regions IV B
2330,2006-12-11 00:00:00,2006-12-11 00:00:00,Philippines,Storm,Tropical cyclone,42.0,327542.0,,2006-0667, V
2330,2006-12-11 00:00:00,2006-12-11 00:00:00,Philippines,Storm,Tropical cyclone,42.0,327542.0,,2006-0667, VI
2330,2006-12-11 00:00:00,2006-12-11 00:00:00,Philippines,Storm,Tropical cyclone,42.0,327542.0,,2006-0667, VII
2330,2006-12-11 00:00:00,2006-12-11 00:00:00,Philippines,Storm,Tropical cyclone,42.0,327542.0,,2006-0667, VIII
2373,2007-05-15 00:00:00,2007-05-15 00:00:00,Bangladesh,Storm,Tropical cyclone,41.0,225.0,,2007-0227,Bazar de Cox
2373,2007-05-15 00:00:00,2007-05-15 00:00:00,Bangladesh,Storm,Tropical cyclone,41.0,225.0,,2007-0227, Chittagong
2375,2007-11-15 00:00:00,2007-11-19 00:00:00,Bangladesh,Storm,Tropical cyclone,4234.0,8978541.0,2300.0,2007-0556,Khulna Barisal coast
2375,2007-11-15 00:00:00,2007-11-19 00:00:00,Bangladesh,Storm,Tropical cyclone,4234.0,8978541.0,2300.0,2007-0556, Bagerhat
2375,2007-11-15 00:00:00,2007-11-19 00:00:00,Bangladesh,Storm,Tropical cyclone,4234.0,8978541.0,2300.0,2007-0556, Patuakhali
2375,2007-11-15 00:00:00,2007-11-19 00:00:00,Bangladesh,Storm,Tropical cyclone,4234.0,8978541.0,2300.0,2007-0556, Barguna
2375,2007-11-15 00:00:00,2007-11-19 00:00:00,Bangladesh,Storm,Tropical cyclone,4234.0,8978541.0,2300.0,2007-0556, Pirojpur
2375,2007-11-15 00:00:00,2007-11-19 00:00:00,Bangladesh,Storm,Tropical cyclone,4234.0,8978541.0,2300.0,2007-0556, Barisal
2375,2007-11-15 00:00:00,2007-11-19 00:00:00,Bangladesh,Storm,Tropical cyclone,4234.0,8978541.0,2300.0,2007-0556, Jhalkhati
2375,2007-11-15 00:00:00,2007-11-19 00:00:00,Bangladesh,Storm,Tropical cyclone,4234.0,8978541.0,2300.0,2007-0556, Bhola
2375,2007-11-15 00:00:00,2007-11-19 00:00:00,Bangladesh,Storm,Tropical cyclone,4234.0,8978541.0,2300.0,2007-0556, Mandaripur
2375,2007-11-15 00:00:00,2007-11-19 00:00:00,Bangladesh,Storm,Tropical cyclone,4234.0,8978541.0,2300.0,2007-0556, Gopalgonj
2375,2007-11-15 00:00:00,2007-11-19 00:00:00,Bangladesh,Storm,Tropical cyclone,4234.0,8978541.0,2300.0,2007-0556, Shariatpur
2375,2007-11-15 00:00:00,2007-11-19 00:00:00,Bangladesh,Storm,Tropical cyclone,4234.0,8978541.0,2300.0,2007-0556, Khulna
2375,2007-11-15 00:00:00,2007-11-19 00:00:00,Bangladesh,Storm,Tropical cyclone,4234.0,8978541.0,2300.0,2007-0556, Satkhira
2394,2007-08-20 00:00:00,2007-08-20 00:00:00,Cuba,Storm,Tropical cyclone,,,,2007-0360,Pinar del Rio
2394,2007-08-20 00:00:00,2007-08-20 00:00:00,Cuba,Storm,Tropical cyclone,,,,2007-0360, La Habana
2394,2007-08-20 00:00:00,2007-08-20 00:00:00,Cuba,Storm,Tropical cyclone,,,,2007-0360, Isla de la Juventud
2396,2007-10-28 00:00:00,2007-11-02 00:00:00,Cuba,Storm,Tropical cyclone,1.0,192488.0,500.0,2007-0523,Granma
2396,2007-10-28 00:00:00,2007-11-02 00:00:00,Cuba,Storm,Tropical cyclone,1.0,192488.0,500.0,2007-0523, Holguin
2396,2007-10-28 00:00:00,2007-11-02 00:00:00,Cuba,Storm,Tropical cyclone,1.0,192488.0,500.0,2007-0523, Las Tunas
2396,2007-10-28 00:00:00,2007-11-02 00:00:00,Cuba,Storm,Tropical cyclone,1.0,192488.0,500.0,2007-0523, Guantanamo provinces
2397,2007-09-04 00:00:00,2007-09-04 00:00:00,El Salvador,Storm,Tropical cyclone,,2800.0,,2007-0439,
2402,2007-09-04 00:00:00,2007-09-12 00:00:00,Guatemala,Storm,Tropical cyclone,,3905.0,,2007-0439,Puerto Barrios
2402,2007-09-04 00:00:00,2007-09-12 00:00:00,Guatemala,Storm,Tropical cyclone,,3905.0,,2007-0439, Morales 
2402,2007-09-04 00:00:00,2007-09-12 00:00:00,Guatemala,Storm,Tropical cyclone,,3905.0,,2007-0439,Ozabel department
2409,2007-08-18 00:00:00,2007-08-24 00:00:00,Haiti,Storm,Tropical cyclone,9.0,3966.0,,2007-0360,South
2409,2007-08-18 00:00:00,2007-08-24 00:00:00,Haiti,Storm,Tropical cyclone,9.0,3966.0,,2007-0360, South East
2409,2007-08-18 00:00:00,2007-08-24 00:00:00,Haiti,Storm,Tropical cyclone,9.0,3966.0,,2007-0360, Grand'Anse
2409,2007-08-18 00:00:00,2007-08-24 00:00:00,Haiti,Storm,Tropical cyclone,9.0,3966.0,,2007-0360, Nippes
2409,2007-08-18 00:00:00,2007-08-24 00:00:00,Haiti,Storm,Tropical cyclone,9.0,3966.0,,2007-0360, West
2409,2007-08-18 00:00:00,2007-08-24 00:00:00,Haiti,Storm,Tropical cyclone,9.0,3966.0,,2007-0360, Arbonite
2409,2007-08-18 00:00:00,2007-08-24 00:00:00,Haiti,Storm,Tropical cyclone,9.0,3966.0,,2007-0360, Centre
2409,2007-08-18 00:00:00,2007-08-24 00:00:00,Haiti,Storm,Tropical cyclone,9.0,3966.0,,2007-0360, North
2409,2007-08-18 00:00:00,2007-08-24 00:00:00,Haiti,Storm,Tropical cyclone,9.0,3966.0,,2007-0360, North East
2409,2007-08-18 00:00:00,2007-08-24 00:00:00,Haiti,Storm,Tropical cyclone,9.0,3966.0,,2007-0360, North West
2411,2007-10-28 00:00:00,2007-11-02 00:00:00,Haiti,Storm,Tropical cyclone,90.0,108763.0,,2007-0523,Port au Prince
2411,2007-10-28 00:00:00,2007-11-02 00:00:00,Haiti,Storm,Tropical cyclone,90.0,108763.0,,2007-0523, Gonaives
2411,2007-10-28 00:00:00,2007-11-02 00:00:00,Haiti,Storm,Tropical cyclone,90.0,108763.0,,2007-0523, Jacmel
2411,2007-10-28 00:00:00,2007-11-02 00:00:00,Haiti,Storm,Tropical cyclone,90.0,108763.0,,2007-0523, Cayes urban region
2412,2007-12-11 00:00:00,2007-12-17 00:00:00,Haiti,Storm,Tropical cyclone,3.0,2352.0,,2007-0612,Northterm departments
2413,2007-09-04 00:00:00,2007-09-12 00:00:00,Honduras,Storm,Tropical cyclone,1.0,19500.0,6.579,2007-0439,Santa Barbara
2413,2007-09-04 00:00:00,2007-09-12 00:00:00,Honduras,Storm,Tropical cyclone,1.0,19500.0,6.579,2007-0439, Cortes
2413,2007-09-04 00:00:00,2007-09-12 00:00:00,Honduras,Storm,Tropical cyclone,1.0,19500.0,6.579,2007-0439, Choluteca
2413,2007-09-04 00:00:00,2007-09-12 00:00:00,Honduras,Storm,Tropical cyclone,1.0,19500.0,6.579,2007-0439, Valle
2413,2007-09-04 00:00:00,2007-09-12 00:00:00,Honduras,Storm,Tropical cyclone,1.0,19500.0,6.579,2007-0439, El Paraiso
2429,2007-11-15 00:00:00,2007-11-15 00:00:00,India,Storm,Tropical cyclone,,,,2007-0556,West Bengal
2429,2007-11-15 00:00:00,2007-11-15 00:00:00,India,Storm,Tropical cyclone,,,,2007-0556, Orissa
2448,2007-06-06 00:00:00,2007-06-10 00:00:00,Iran,Storm,Tropical cyclone,12.0,160009.0,,2007-0164,Hoormozgan
2448,2007-06-06 00:00:00,2007-06-10 00:00:00,Iran,Storm,Tropical cyclone,12.0,160009.0,,2007-0164, Sistan
2448,2007-06-06 00:00:00,2007-06-10 00:00:00,Iran,Storm,Tropical cyclone,12.0,160009.0,,2007-0164, Baluchestan
2448,2007-06-06 00:00:00,2007-06-10 00:00:00,Iran,Storm,Tropical cyclone,12.0,160009.0,,2007-0164, Zahedan
2448,2007-06-06 00:00:00,2007-06-10 00:00:00,Iran,Storm,Tropical cyclone,12.0,160009.0,,2007-0164, Kerman provinces
2455,2007-09-17 00:00:00,2007-09-25 00:00:00,North Korea,Storm,Tropical cyclone,,1649.0,,2007-0457,North
2455,2007-09-17 00:00:00,2007-09-25 00:00:00,North Korea,Storm,Tropical cyclone,,1649.0,,2007-0457,South Hwanghae provinces
2459,2007-01-03 00:00:00,2007-01-03 00:00:00,Madagascar,Storm,Tropical cyclone,1.0,7313.0,,2007-0032,Mananjary
2459,2007-01-03 00:00:00,2007-01-03 00:00:00,Madagascar,Storm,Tropical cyclone,1.0,7313.0,,2007-0032, Nosy Varika
2461,2007-03-15 00:00:00,2007-03-17 00:00:00,Madagascar,Storm,Tropical cyclone,80.0,215198.0,240.0,2007-0095,Diana
2461,2007-03-15 00:00:00,2007-03-17 00:00:00,Madagascar,Storm,Tropical cyclone,80.0,215198.0,240.0,2007-0095, Sava
2461,2007-03-15 00:00:00,2007-03-17 00:00:00,Madagascar,Storm,Tropical cyclone,80.0,215198.0,240.0,2007-0095, Sofia
2461,2007-03-15 00:00:00,2007-03-17 00:00:00,Madagascar,Storm,Tropical cyclone,80.0,215198.0,240.0,2007-0095, Analajirofo
2461,2007-03-15 00:00:00,2007-03-17 00:00:00,Madagascar,Storm,Tropical cyclone,80.0,215198.0,240.0,2007-0095, Antalaha
2461,2007-03-15 00:00:00,2007-03-17 00:00:00,Madagascar,Storm,Tropical cyclone,80.0,215198.0,240.0,2007-0095, Ambanitelo
2461,2007-03-15 00:00:00,2007-03-17 00:00:00,Madagascar,Storm,Tropical cyclone,80.0,215198.0,240.0,2007-0095, Andranofosty
2461,2007-03-15 00:00:00,2007-03-17 00:00:00,Madagascar,Storm,Tropical cyclone,80.0,215198.0,240.0,2007-0095, Anfofa
2461,2007-03-15 00:00:00,2007-03-17 00:00:00,Madagascar,Storm,Tropical cyclone,80.0,215198.0,240.0,2007-0095, Anlanazan
2461,2007-03-15 00:00:00,2007-03-17 00:00:00,Madagascar,Storm,Tropical cyclone,80.0,215198.0,240.0,2007-0095, Antakotako
2462,2007-04-04 00:00:00,2007-04-04 00:00:00,Madagascar,Storm,Tropical cyclone,3.0,,,2007-0136,Sambava district
2473,2007-02-22 00:00:00,2007-02-22 00:00:00,Mozambique,Storm,Tropical cyclone,10.0,162770.0,,2007-0080,Vilankulo 
2473,2007-02-22 00:00:00,2007-02-22 00:00:00,Mozambique,Storm,Tropical cyclone,10.0,162770.0,,2007-0080,Inhambane
2482,2007-09-04 00:00:00,2007-09-12 00:00:00,Nicaragua,Storm,Tropical cyclone,188.0,188726.0,,2007-0439,Puerto Cabezas
2482,2007-09-04 00:00:00,2007-09-12 00:00:00,Nicaragua,Storm,Tropical cyclone,188.0,188726.0,,2007-0439, Waspam
2482,2007-09-04 00:00:00,2007-09-12 00:00:00,Nicaragua,Storm,Tropical cyclone,188.0,188726.0,,2007-0439, Siuna
2482,2007-09-04 00:00:00,2007-09-12 00:00:00,Nicaragua,Storm,Tropical cyclone,188.0,188726.0,,2007-0439, Bonaza
2482,2007-09-04 00:00:00,2007-09-12 00:00:00,Nicaragua,Storm,Tropical cyclone,188.0,188726.0,,2007-0439, Rosita 
2482,2007-09-04 00:00:00,2007-09-12 00:00:00,Nicaragua,Storm,Tropical cyclone,188.0,188726.0,,2007-0439,Nothern Atlantic region
2486,2007-06-26 00:00:00,2007-07-06 00:00:00,Pakistan,Storm,Tropical cyclone,242.0,1650000.0,1620.0,2007-0245,Baluchistan
2486,2007-06-26 00:00:00,2007-07-06 00:00:00,Pakistan,Storm,Tropical cyclone,242.0,1650000.0,1620.0,2007-0245, Sindh
2486,2007-06-26 00:00:00,2007-07-06 00:00:00,Pakistan,Storm,Tropical cyclone,242.0,1650000.0,1620.0,2007-0245, North West Frontoer provinces
2498,2007-08-08 00:00:00,2007-08-13 00:00:00,Philippines,Storm,Tropical cyclone,7.0,921462.0,0.492,2007-0346,Metro Manilla
2498,2007-08-08 00:00:00,2007-08-13 00:00:00,Philippines,Storm,Tropical cyclone,7.0,921462.0,0.492,2007-0346, Luzon provinces
2499,2007-08-17 00:00:00,2007-08-24 00:00:00,Philippines,Storm,Tropical cyclone,3.0,380000.0,0.492,2007-0380,Central Luzon
2499,2007-08-17 00:00:00,2007-08-24 00:00:00,Philippines,Storm,Tropical cyclone,3.0,380000.0,0.492,2007-0380, Southern Luzon provinces
2499,2007-08-17 00:00:00,2007-08-24 00:00:00,Philippines,Storm,Tropical cyclone,3.0,380000.0,0.492,2007-0380,the Bicol region
2500,2007-09-17 00:00:00,2007-09-25 00:00:00,Philippines,Storm,Tropical cyclone,2.0,30000.0,,2007-0457,Negros Occidental
2501,2007-09-29 00:00:00,2007-10-12 00:00:00,Philippines,Storm,Tropical cyclone,8.0,2000.0,,2007-0463,Ifugao
2501,2007-09-29 00:00:00,2007-10-12 00:00:00,Philippines,Storm,Tropical cyclone,8.0,2000.0,,2007-0463, Kalinga provinces
2504,2007-11-04 00:00:00,2007-11-06 00:00:00,Philippines,Storm,Tropical cyclone,8.0,33884.0,2.971,2007-0560,Isabela
2504,2007-11-04 00:00:00,2007-11-06 00:00:00,Philippines,Storm,Tropical cyclone,8.0,33884.0,2.971,2007-0560, Cagayan 
2504,2007-11-04 00:00:00,2007-11-06 00:00:00,Philippines,Storm,Tropical cyclone,8.0,33884.0,2.971,2007-0560,Luzon
2505,2007-11-25 00:00:00,2007-12-02 00:00:00,Philippines,Storm,Tropical cyclone,29.0,443115.0,5.0,2007-0576,Isabela 
2505,2007-11-25 00:00:00,2007-12-02 00:00:00,Philippines,Storm,Tropical cyclone,29.0,443115.0,5.0,2007-0576,Luzon Isl.
2505,2007-11-25 00:00:00,2007-12-02 00:00:00,Philippines,Storm,Tropical cyclone,29.0,443115.0,5.0,2007-0576, Camarines Sur
2505,2007-11-25 00:00:00,2007-12-02 00:00:00,Philippines,Storm,Tropical cyclone,29.0,443115.0,5.0,2007-0576, Camarines Norte provinces
2507,2007-11-18 00:00:00,2007-11-23 00:00:00,Philippines,Storm,Tropical cyclone,20.0,35333.0,1.0,2007-0578,Central Visayans
2507,2007-11-18 00:00:00,2007-11-23 00:00:00,Philippines,Storm,Tropical cyclone,20.0,35333.0,1.0,2007-0578,Northern Mindanao regions
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667,Upper Pitawan
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, Hingyon
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, Ifugao
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, Bagong Silangan
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, Payatas
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, Quezon city
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, Lun Pididu
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, Malapatan
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, Sarangani
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, Hinigaran
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, Isabela
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, Ilog
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, Vallolodid
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, Pontevedra
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, NegrosOccidental 
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667,Regions V
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, X
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, XII
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, CAR
2509,2007-09-29 00:00:00,2007-09-30 00:00:00,Philippines,Storm,Tropical cyclone,11.0,12515.0,0.26,2007-0667, NCR
2510,2007-09-18 00:00:00,2007-09-18 00:00:00,Philippines,Storm,Tropical cyclone,1.0,64000.0,,2007-0668,Western section Luzon
2510,2007-09-18 00:00:00,2007-09-18 00:00:00,Philippines,Storm,Tropical cyclone,1.0,64000.0,,2007-0668, Visayas
2510,2007-09-18 00:00:00,2007-09-18 00:00:00,Philippines,Storm,Tropical cyclone,1.0,64000.0,,2007-0668, Mindanao regions
2540,2007-02-27 00:00:00,2007-02-27 00:00:00,Zimbabwe,Storm,Tropical cyclone,,,1.2,2007-0080,Vumba
2540,2007-02-27 00:00:00,2007-02-27 00:00:00,Zimbabwe,Storm,Tropical cyclone,,,1.2,2007-0080, ?Penhalonga
2540,2007-02-27 00:00:00,2007-02-27 00:00:00,Zimbabwe,Storm,Tropical cyclone,,,1.2,2007-0080, Stapleford
2540,2007-02-27 00:00:00,2007-02-27 00:00:00,Zimbabwe,Storm,Tropical cyclone,,,1.2,2007-0080, Odzi
2540,2007-02-27 00:00:00,2007-02-27 00:00:00,Zimbabwe,Storm,Tropical cyclone,,,1.2,2007-0080, Marange
2540,2007-02-27 00:00:00,2007-02-27 00:00:00,Zimbabwe,Storm,Tropical cyclone,,,1.2,2007-0080, Chimanimani districts 
2540,2007-02-27 00:00:00,2007-02-27 00:00:00,Zimbabwe,Storm,Tropical cyclone,,,1.2,2007-0080,Manicaland province
2547,2008-03-22 00:00:00,2008-03-22 00:00:00,Bangladesh,Storm,Tropical cyclone,12.0,200.0,,2008-0644,
2548,2008-10-27 00:00:00,2008-10-27 00:00:00,Bangladesh,Storm,Tropical cyclone,15.0,200.0,,2008-0648,Barisal
2548,2008-10-27 00:00:00,2008-10-27 00:00:00,Bangladesh,Storm,Tropical cyclone,15.0,200.0,,2008-0648, Patuakhali
2567,2008-08-20 00:00:00,2008-08-20 00:00:00,Cuba,Storm,Tropical cyclone,,,,2008-0338,Centre
2567,2008-08-20 00:00:00,2008-08-20 00:00:00,Cuba,Storm,Tropical cyclone,,,,2008-0338,East
2568,2008-08-29 00:00:00,2008-09-01 00:00:00,Cuba,Storm,Tropical cyclone,,450019.0,2072.0,2008-0352,Island of Youth
2568,2008-08-29 00:00:00,2008-09-01 00:00:00,Cuba,Storm,Tropical cyclone,,450019.0,2072.0,2008-0352, Pinar del Rio
2568,2008-08-29 00:00:00,2008-09-01 00:00:00,Cuba,Storm,Tropical cyclone,,450019.0,2072.0,2008-0352, Havana
2568,2008-08-29 00:00:00,2008-09-01 00:00:00,Cuba,Storm,Tropical cyclone,,450019.0,2072.0,2008-0352, Matanzas provinces
2569,2008-09-08 00:00:00,2008-09-09 00:00:00,Cuba,Storm,Tropical cyclone,7.0,,1500.0,2008-0384,
2570,2008-11-08 00:00:00,2008-11-08 00:00:00,Cuba,Storm,Tropical cyclone,,49445.0,,2008-0514,Santa Cruz del Sur
2570,2008-11-08 00:00:00,2008-11-08 00:00:00,Cuba,Storm,Tropical cyclone,,49445.0,,2008-0514, Najasa
2570,2008-11-08 00:00:00,2008-11-08 00:00:00,Cuba,Storm,Tropical cyclone,,49445.0,,2008-0514, Guaimaro 
2570,2008-11-08 00:00:00,2008-11-08 00:00:00,Cuba,Storm,Tropical cyclone,,49445.0,,2008-0514,Camaguey province
2570,2008-11-08 00:00:00,2008-11-08 00:00:00,Cuba,Storm,Tropical cyclone,,49445.0,,2008-0514, Amancio Rodriguez 
2570,2008-11-08 00:00:00,2008-11-08 00:00:00,Cuba,Storm,Tropical cyclone,,49445.0,,2008-0514,Las Tunas province
2570,2008-11-08 00:00:00,2008-11-08 00:00:00,Cuba,Storm,Tropical cyclone,,49445.0,,2008-0514, Sancti Spirtitus
2570,2008-11-08 00:00:00,2008-11-08 00:00:00,Cuba,Storm,Tropical cyclone,,49445.0,,2008-0514, Ciego de Avila
2570,2008-11-08 00:00:00,2008-11-08 00:00:00,Cuba,Storm,Tropical cyclone,,49445.0,,2008-0514, Grama provinces
2581,2008-07-21 00:00:00,2008-07-21 00:00:00,Guatemala,Storm,Tropical cyclone,17.0,,,2008-0304,La UNion 
2581,2008-07-21 00:00:00,2008-07-21 00:00:00,Guatemala,Storm,Tropical cyclone,17.0,,,2008-0304,Zacapa department
2581,2008-07-21 00:00:00,2008-07-21 00:00:00,Guatemala,Storm,Tropical cyclone,17.0,,,2008-0304, Sand Pedro Soloma 
2581,2008-07-21 00:00:00,2008-07-21 00:00:00,Guatemala,Storm,Tropical cyclone,17.0,,,2008-0304,Huehuetenango
2586,2008-08-18 00:00:00,2008-08-18 00:00:00,Haiti,Storm,Tropical cyclone,10.0,220.0,,2008-0338,
2587,2008-08-26 00:00:00,2008-08-26 00:00:00,Haiti,Storm,Tropical cyclone,85.0,73006.0,,2008-0352,South  East
2587,2008-08-26 00:00:00,2008-08-26 00:00:00,Haiti,Storm,Tropical cyclone,85.0,73006.0,,2008-0352, South
2587,2008-08-26 00:00:00,2008-08-26 00:00:00,Haiti,Storm,Tropical cyclone,85.0,73006.0,,2008-0352, Nippes
2587,2008-08-26 00:00:00,2008-08-26 00:00:00,Haiti,Storm,Tropical cyclone,85.0,73006.0,,2008-0352, West
2587,2008-08-26 00:00:00,2008-08-26 00:00:00,Haiti,Storm,Tropical cyclone,85.0,73006.0,,2008-0352, Grand Anse
2587,2008-08-26 00:00:00,2008-08-26 00:00:00,Haiti,Storm,Tropical cyclone,85.0,73006.0,,2008-0352, Artibonite
2587,2008-08-26 00:00:00,2008-08-26 00:00:00,Haiti,Storm,Tropical cyclone,85.0,73006.0,,2008-0352, Centre departments
2588,2008-09-02 00:00:00,2008-09-03 00:00:00,Haiti,Storm,Tropical cyclone,529.0,48000.0,,2008-0378,Gonaives
2588,2008-09-02 00:00:00,2008-09-03 00:00:00,Haiti,Storm,Tropical cyclone,529.0,48000.0,,2008-0378, Saint Marc
2588,2008-09-02 00:00:00,2008-09-03 00:00:00,Haiti,Storm,Tropical cyclone,529.0,48000.0,,2008-0378, Gros Morne 
2588,2008-09-02 00:00:00,2008-09-03 00:00:00,Haiti,Storm,Tropical cyclone,529.0,48000.0,,2008-0378,Artibonite
2588,2008-09-02 00:00:00,2008-09-03 00:00:00,Haiti,Storm,Tropical cyclone,529.0,48000.0,,2008-0378, Port au Prince
2588,2008-09-02 00:00:00,2008-09-03 00:00:00,Haiti,Storm,Tropical cyclone,529.0,48000.0,,2008-0378, Southern
2588,2008-09-02 00:00:00,2008-09-03 00:00:00,Haiti,Storm,Tropical cyclone,529.0,48000.0,,2008-0378, Northern
2588,2008-09-02 00:00:00,2008-09-03 00:00:00,Haiti,Storm,Tropical cyclone,529.0,48000.0,,2008-0378, South East regions
2588,2008-09-02 00:00:00,2008-09-03 00:00:00,Haiti,Storm,Tropical cyclone,529.0,48000.0,,2008-0378, Nippes Department
2589,2008-09-06 00:00:00,2008-09-08 00:00:00,Haiti,Storm,Tropical cyclone,74.0,125050.0,,2008-0384,Gonaives
2590,2008-05-28 00:00:00,2008-05-28 00:00:00,Honduras,Storm,Tropical cyclone,,,,2008-0234,Chocuteca department
2636,2008-01-27 00:00:00,2008-01-27 00:00:00,Madagascar,Storm,Tropical cyclone,12.0,8613.0,,2008-0043,Melaky
2636,2008-01-27 00:00:00,2008-01-27 00:00:00,Madagascar,Storm,Tropical cyclone,12.0,8613.0,,2008-0043, Boeny
2636,2008-01-27 00:00:00,2008-01-27 00:00:00,Madagascar,Storm,Tropical cyclone,12.0,8613.0,,2008-0043, Analamnagregions
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070,Fenoarivo Atsinanana
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Alaotra Mangoro
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Sainte Marie
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Toamasine
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Soanierana Ivago
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Fouplointe
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Nosy Varika
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Andalimena
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Mahajanga
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Moramanga
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Ambatondrazaka
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Amparafaravola
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Midongy du Sud
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Mahajanga
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Maravpay
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Ambato Boeny
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Port Berge
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Mampikony
2637,2008-02-17 00:00:00,2008-03-03 00:00:00,Madagascar,Storm,Tropical cyclone,93.0,524153.0,60.0,2008-0070, Beelanana
